"b'""literal"""	"""predicate_id"""	"""object_id"""	"""mapping_justification"""	"""mapping_provider"""	"""author_label"""	"""mapping_date"""
"""Increased cell migration and increased cell area"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000128"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Increased cell migration and increased cell area"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000232"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Increased cell migration and increased cell area"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000237"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Increased width of lamellae"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000276"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Intracellular retention of SH4(YES)-mCherry"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000346"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""metaphase alignment problems/including no metaphase"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000212"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""metaphase alignment problems/including no metaphase"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000348"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Asymmetric lamellae"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000266"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Microtubule clumps"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000286"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Reduction in IR-induced 53BP1 foci in U2OS cells"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000180"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
"""Reduction in IR-induced 53BP1 foci in U2OS cells"""	"""http://www.w3.org/2000/01/rdf-schema#label"""	"""http://www.ebi.ac.uk/cmpo/CMPO_0000181"""	"""https://w3id.org/semapv/vocab/ManualMappingCuration"""	"""https://www.ebi.ac.uk/fg/sym"""	"""Gabriella Rustici"""	2013-11-22T12:00:00
'						
